"Name","Year","origin"
"samuel sam blatherwick",1908,"AngloSaxon"
"wilfred harry wilf bleaden",1908,"AngloSaxon"
"blair adelbert blenman",1960,"AngloSaxon"
"charles edward joe blewitt",1920,"AngloSaxon"
"john barry blewitt",1968,"AngloSaxon"
"raymond charles blick",1956,"AngloSaxon"
"john alan blinston",1968,"AngloSaxon"
"maurice blood",1908,"AngloSaxon"
"edward j blount",1908,"AngloSaxon"
"dennis frederick blundell",1948,"AngloSaxon"
"ian blyth",1960,"AngloSaxon"
"lillian barbara board",1968,"AngloSaxon"
"humphrey colman boardman",1928,"AngloSaxon"
"adelaide harriet matilda boddamwhetham manning",1908,"AngloSaxon"
"david george dave bodington",1968,"AngloSaxon"
"john mary pius boland",1896,"AngloSaxon"
"lyndon bolton",1948,"AngloSaxon"
"laurence temple bond",1928,"AngloSaxon"
"john gavin jackie bone",1936,"AngloSaxon"
"phyllis mary bone",1948,"AngloSaxon"
"alexander alec bonnett",1968,"AngloSaxon"
"robert bonney",1908,"AngloSaxon"
"michael robert booker",1956,"AngloSaxon"
"derek charles joseph boosey",1968,"AngloSaxon"
"michael booth",1968,"AngloSaxon"
"penelope dora harvey boothby geen",1908,"AngloSaxon"
"james andrew jimmy borland",1936,"AngloSaxon"
"david borradaile",1968,"AngloSaxon"
"norman francis borrett",1948,"AngloSaxon"
"peter malise borwick",1948,"AngloSaxon"
"james edward bostock",1948,"AngloSaxon"
"james william bostock",1908,"AngloSaxon"
"jean annabel botham",1952,"AngloSaxon"
"frank royston roy botham",1948,"AngloSaxon"
"richard edward a bott",1948,"AngloSaxon"
"herbert clifford bert bouffler",1906,"AngloSaxon"
"john peter boulter",1964,"AngloSaxon"
"peter boumphrey",1948,"AngloSaxon"
"charles edward bounton",1924,"AngloSaxon"
"edward owen teddy bourne",1968,"AngloSaxon"
"john edmond hugh boustead",1920,"AngloSaxon"
"victor joseph bovington",1924,"AngloSaxon"
"josiah frederick dollin bowden",1900,"AngloSaxon"
"philip ernest bowdensmith",1924,"AngloSaxon"
"edwin eddie bowey",1948,"AngloSaxon"
"ian home bowhill",1928,"AngloSaxon"
"daniel dan bowling",1920,"AngloSaxon"
"kenneth james ken box",1956,"AngloSaxon"
"john dennis boyagis",1948,"AngloSaxon"
"edward boyce",1936,"AngloSaxon"
"john alan boyd",1948,"AngloSaxon"
"ian hugh boyd",1956,"AngloSaxon"
"max granville boyes",1960,"AngloSaxon"
"helen l boyle",1924,"AngloSaxon"
"frederick william bracegirdle",1924,"AngloSaxon"
"william bill bradley",1960,"AngloSaxon"
"george a bradshaw",1908,"AngloSaxon"
"john robert bob braithwaite",1964,"AngloSaxon"
"charles william brand",1948,"AngloSaxon"
"peter brander",1948,"AngloSaxon"
"peter augustus brandt",1952,"AngloSaxon"
"christopher william chris brasher",1952,"AngloSaxon"
"jack braughton",1948,"AngloSaxon"
"alan herbert bray",1964,"AngloSaxon"
"alexander rupert alex brearley",1936,"AngloSaxon"
"ronald gilchrist brebner",1912,"AngloSaxon"
"john michael mike breckin",1968,"AngloSaxon"
"edgar brenchley",1936,"AngloSaxon"
"harold brewer",1908,"AngloSaxon"
"ernest john aisne jack brewer",1948,"AngloSaxon"
"cicely briant",1948,"AngloSaxon"
"robert bobby bridge",1912,"AngloSaxon"
"john henry bridges",1908,"AngloSaxon"
"robbie ian brightwell",1960,"AngloSaxon"
"thomas richard martin bristow",1936,"AngloSaxon"
"arthur stanley stan brittain",1956,"AngloSaxon"
"halland britton",1924,"AngloSaxon"
"annie broadbent",1928,"AngloSaxon"
"robin john brockhollinshead",1956,"AngloSaxon"
"william john brockway",1948,"AngloSaxon"
"david leitch smellie dave brodie",1948,"AngloSaxon"
"george joseph bromilow",1956,"AngloSaxon"
"ralph ellis robin brook",1936,"AngloSaxon"
"geoffrey francis heremon brooke",1924,"AngloSaxon"
"geoffrey arthur george brooke",1948,"AngloSaxon"
"edward williams hamilton brookfield",1908,"AngloSaxon"
"vera evelyn brookman",1948,"AngloSaxon"
"charles david charlie brooks",1908,"AngloSaxon"
"norman standish brooks",1928,"AngloSaxon"
"reginald brooksking",1908,"AngloSaxon"
"david mcpherson broome",1960,"AngloSaxon"
"peter frederick brotherton",1956,"AngloSaxon"
"henry brougham",1908,"AngloSaxon"
"audrey kathleen kilner brown court",1936,"AngloSaxon"
"william c bill brown",1908,"AngloSaxon"
"robert henry bobby brown",1960,"AngloSaxon"
"charles h brown",1908,"AngloSaxon"
"arthur godfrey kilner brown",1936,"AngloSaxon"
"harold brown",1924,"AngloSaxon"
"hugh brown",1920,"AngloSaxon"
"jacqueline elizabeth brown",1968,"AngloSaxon"
"laurence leslie laurie brown",1960,"AngloSaxon"
"robert harry brown",1908,"AngloSaxon"
"cecil le cronier browning",1908,"AngloSaxon"
"charles granville bruce",1924,"AngloSaxon"
"john geoffrey bruce",1924,"AngloSaxon"
"lawrence bruce",1908,"AngloSaxon"
"capel howard molyneux brunker",1924,"AngloSaxon"
"david gareth bryanjones",1968,"AngloSaxon"
"anthony jude joseph tony buck",1964,"AngloSaxon"
"george frederick buckland",1908,"AngloSaxon"
"john bucklandwright",1948,"AngloSaxon"
"frank j buckley",1908,"AngloSaxon"
"john ernest cloud jack budd",1924,"AngloSaxon"
"kenneth frederick ken buffin",1948,"AngloSaxon"
"charles g bugbee",1912,"AngloSaxon"
"michael anthony mike bull",1968,"AngloSaxon"
"trevor geoffrey bull",1964,"AngloSaxon"
"william j bull",1908,"AngloSaxon"
"jane mary elizabeth bullen holdernessroddam",1968,"AngloSaxon"
"michael fitzherbert s bullen",1960,"AngloSaxon"
"anthony francis tony bullen",1964,"AngloSaxon"
"patricia moray buller ashmore",1952,"AngloSaxon"
"brian milton bullivant",1956,"AngloSaxon"
"michael john mike bullivant",1964,"AngloSaxon"
"maurice taylor bunyan",1920,"AngloSaxon"
"arthur james wetherall burgess",1928,"AngloSaxon"
"donald christopher don burgess",1952,"AngloSaxon"
"david george brownlow cecil burghley",1924,"AngloSaxon"
"barbara hannah anita burke knight",1936,"AngloSaxon"
"thomas christopher burn",1912,"AngloSaxon"
"wilfred godfrey thomas burne",1928,"AngloSaxon"
"richard desborough dickie burnell",1948,"AngloSaxon"
"cecil ross burnett",1928,"AngloSaxon"
"david wreyford burnford",1936,"AngloSaxon"
"james alexander alec burns",1932,"AngloSaxon"
"ronald stuart burns",1952,"AngloSaxon"
"henry george burr",1912,"AngloSaxon"
"wendy burrell",1968,"AngloSaxon"
"george mowlem burt",1920,"AngloSaxon"
"harold harry burt",1912,"AngloSaxon"
"geoffrey burton",1908,"AngloSaxon"
"leslie aubrey burton",1908,"AngloSaxon"
"robert burton",1912,"AngloSaxon"
"bertram herbert thomas bert bushnell",1948,"AngloSaxon"
"anthony sidney fairbank tony butcher",1948,"AngloSaxon"
"guy montagu butler",1920,"AngloSaxon"
"gweneth leigh butler benn bailey",1936,"AngloSaxon"
"john jack butler",1908,"AngloSaxon"
"maude margaret peggy butler",1928,"AngloSaxon"
"stanley meredith butler",1932,"AngloSaxon"
"john hurst butt",1908,"AngloSaxon"
"george butterfield",1908,"AngloSaxon"
"harry robert butterworth",1912,"AngloSaxon"
"alan butts",1960,"AngloSaxon"
"george adrian hayhurst cadbury",1952,"AngloSaxon"
"dorothy cadman sharpe wingatesaul",1908,"AngloSaxon"
"john frank cadman",1964,"AngloSaxon"
"harold alexander harry cahill",1960,"AngloSaxon"
"philip mario phil caira",1956,"AngloSaxon"
"thomas tom cairney",1956,"AngloSaxon"
"thomas caldwell",1908,"AngloSaxon"
"david norman callender",1952,"AngloSaxon"
"albert edward calvert",1908,"AngloSaxon"
"colin herbert campbell",1920,"AngloSaxon"
"colin william ashburner campbell",1968,"AngloSaxon"
"fiona margaret campbell gray",1952,"AngloSaxon"
"james harper poynter john campbell",1924,"AngloSaxon"
"john alan campbell",1920,"AngloSaxon"
"walter menzies campbell",1964,"AngloSaxon"
"ronald bruce campbell",1920,"AngloSaxon"
"ian douglas campbellgray",1936,"AngloSaxon"
"richard campion",1960,"AngloSaxon"
"john candler",1960,"AngloSaxon"
"george f cane",1908,"AngloSaxon"
"raymond eric cann",1956,"AngloSaxon"
"george walter canning",1920,"AngloSaxon"
"malcolm roger cannon",1964,"AngloSaxon"
"jean marguerite caplin",1948,"AngloSaxon"
"ingram ord capper",1952,"AngloSaxon"
"james farquhar cardno",1936,"AngloSaxon"
"denis carey",1912,"AngloSaxon"
"george aristides caridia karidias",1908,"AngloSaxon"
"angus macdonald ewing carmichael",1948,"AngloSaxon"
"arthur ashton carnell",1908,"AngloSaxon"
"stephen henry carnelly",1906,"AngloSaxon"
"denys john carnill",1952,"AngloSaxon"
"henry francis carpenter",1948,"AngloSaxon"
"arthur carr",1948,"AngloSaxon"
"william greenwood bill carr",1936,"AngloSaxon"
"gerald duncan carr",1968,"AngloSaxon"
"gerald anthony gerry carr",1956,"AngloSaxon"
"lorne howland carrharris",1924,"AngloSaxon"
"eleanor elizabeth nellie carrington oliver",1936,"AngloSaxon"
"timothy j carroll",1912,"AngloSaxon"
"colin gordon carruthers",1924,"AngloSaxon"
"eric dudley carruthers",1924,"AngloSaxon"
"gladys helena carson hewitt",1924,"AngloSaxon"
"bruce leonard andrew carter",1968,"AngloSaxon"
"christopher sydney chris carter",1964,"AngloSaxon"
"frederic t frank carter",1908,"AngloSaxon"
"frank carter",1968,"AngloSaxon"
"michael micky carter",1968,"AngloSaxon"
"harold kennedy cassels",1920,"AngloSaxon"
"james jim cater",1920,"AngloSaxon"
"j h catley",1908,"AngloSaxon"
"shirley cawley berry",1952,"AngloSaxon"
"derrick cawthorne",1964,"AngloSaxon"
"william marshall cazalet",1908,"AngloSaxon"
"raymond ray cazaux",1936,"AngloSaxon"
"anthony p chalke",1908,"AngloSaxon"
"patrick reginald chalmers",1924,"AngloSaxon"
"ralph chalmers",1908,"AngloSaxon"
"ernest henry chambers",1928,"AngloSaxon"
"stanley chambers",1932,"AngloSaxon"
"edward charles chandler",1924,"AngloSaxon"
"john f chandler",1948,"AngloSaxon"
"henry edward chaney",1908,"AngloSaxon"
"david john dave chapman",1960,"AngloSaxon"
"frederick william chapman",1908,"AngloSaxon"
"meyrick chapman",1908,"AngloSaxon"
"james wiliam jimmy chappell",1936,"AngloSaxon"
"diane susan charles leather",1960,"AngloSaxon"
"siegfried joseph charoux buchta charous",1948,"AngloSaxon"
"christopher john chris chataway",1952,"AngloSaxon"
"frederick charles leslie chauncy",1928,"AngloSaxon"
"christopher maude chavasse",1908,"AngloSaxon"
"noel godfrey chavasse",1908,"AngloSaxon"
"sylvia cheeseman disley",1948,"AngloSaxon"
"josephine mary cheesman",1948,"AngloSaxon"
"leslie cheetham",1952,"AngloSaxon"
"horace robert chenery",1908,"AngloSaxon"
"john conrad hazlehurst cherry",1936,"AngloSaxon"
"john william johnny cheshire",1968,"AngloSaxon"
"john richard chester",1960,"AngloSaxon"
"edna lilian child tinegate",1948,"AngloSaxon"
"josephine heather child",1948,"AngloSaxon"
"bertie childs",1928,"AngloSaxon"
"william h childs",1908,"AngloSaxon"
"anthony james chivers",1964,"AngloSaxon"
"morville vincent william chote",1948,"AngloSaxon"
"basil christensen",1968,"AngloSaxon"
"thomas hildred tom christie",1948,"AngloSaxon"
"christopher charles church",1964,"AngloSaxon"
"elizabeth mabel church",1948,"AngloSaxon"
"charles william churcher",1908,"AngloSaxon"
"harry g churcher",1948,"AngloSaxon"
"arnold robertson churchill",1906,"AngloSaxon"
"nicholas barry menzies clack",1952,"AngloSaxon"
"arthur t clark",1924,"AngloSaxon"
"c v clark",1908,"AngloSaxon"
"john cosmo clark",1948,"AngloSaxon"
"duncan mcdougall munro clark",1948,"AngloSaxon"
"frederick ernest ernie clark",1924,"AngloSaxon"
"gordon melville clark",1906,"AngloSaxon"
"ronald sydney ron clark",1956,"AngloSaxon"
"anthony john tony clark",1960,"AngloSaxon"
"william thomas billy clarke",1908,"AngloSaxon"
"edward george herris clarke",1920,"AngloSaxon"
"gladys mary clarke pentland",1948,"AngloSaxon"
"harold clarke",1908,"AngloSaxon"
"herbert james clarke",1924,"AngloSaxon"
"stanley richard clarke",1960,"AngloSaxon"
"thomas graves clarke",1948,"AngloSaxon"
"george eliott guy clarkson",1924,"AngloSaxon"
"m clay",1908,"AngloSaxon"
"sheila clayton",1968,"AngloSaxon"
"bertram arthur clements",1936,"AngloSaxon"
"david wiliam clements",1960,"AngloSaxon"
"ernest albert ernie clements",1948,"AngloSaxon"
"charles thomas clibbon",1920,"AngloSaxon"
"john george neilson clift",1924,"AngloSaxon"
"arthur john clifton",1924,"AngloSaxon"
"diana cynthia cliftonpeach stevens",1964,"AngloSaxon"
"ralph egerton clilverd",1912,"AngloSaxon"
"lewis clive",1932,"AngloSaxon"
"frank close",1936,"AngloSaxon"
"e clough",1908,"AngloSaxon"
"marion janice coakes mould",1968,"AngloSaxon"
"william coales",1908,"AngloSaxon"
"charles hutton coates",1908,"AngloSaxon"
"diane di coates seaman",1952,"AngloSaxon"
"james stuart coates",1948,"AngloSaxon"
"violet madeleine cobb weston mcgovern",1964,"AngloSaxon"
"donald cobley",1956,"AngloSaxon"
"john ashley cockett",1952,"AngloSaxon"
"percy horatius cockings",1908,"AngloSaxon"
"albert george cocksedge",1920,"AngloSaxon"
"horace james cohen",1928,"AngloSaxon"
"frank cole",1948,"AngloSaxon"
"aubrey coleman",1908,"AngloSaxon"
"george william coleman",1952,"AngloSaxon"
"geoffrey horsman coles",1908,"AngloSaxon"
"mildred coles",1908,"AngloSaxon"
"magdalena cecilia colledge",1932,"AngloSaxon"
"theodore david anthony collet",1928,"AngloSaxon"
"keith roper collin",1960,"AngloSaxon"
"michael collins",1908,"AngloSaxon"
"robert anthony collins",1948,"AngloSaxon"
"thomas j collins",1908,"AngloSaxon"
"geoffrey john colyer",1952,"AngloSaxon"
"john johnny condon",1908,"AngloSaxon"
"katharine irene connal stukeley",1936,"AngloSaxon"
"alexander edmiston connell",1956,"AngloSaxon"
"william connor",1900,"AngloSaxon"
"john valentine conroy",1952,"AngloSaxon"
"george charles constable",1928,"AngloSaxon"
"robert herbert bob cook",1928,"AngloSaxon"
"joseph john cook",1908,"AngloSaxon"
"theodore andrea cook",1920,"AngloSaxon"
"arnold vivian cooke",1964,"AngloSaxon"
"harold douglas r cooke",1920,"AngloSaxon"
"harold harry cooke",1948,"AngloSaxon"
"charlotte reinagle cooper sterry",1900,"AngloSaxon"
"alfred egerton cooper",1948,"AngloSaxon"
"frederick cooper",1956,"AngloSaxon"
"graham vaughan cooper",1960,"AngloSaxon"
"henry william cooper",1952,"AngloSaxon"
"john hugh cooper",1964,"AngloSaxon"
"margaret joyce cooper badcock",1928,"AngloSaxon"
"matthew michael kenneth cooper",1968,"AngloSaxon"
"ronald dennis ron cooper",1948,"AngloSaxon"
"robert stanley cooper",1906,"AngloSaxon"
"arnold ralph cooperman",1956,"AngloSaxon"
"john herbert crawford copley williamson",1948,"AngloSaxon"
"walter samuel corbett",1908,"AngloSaxon"
"archibald harrison archie corble",1912,"AngloSaxon"
"michael wells corby",1964,"AngloSaxon"
"james noble cormack",1906,"AngloSaxon"
"john frederick jerry cornes",1932,"AngloSaxon"
"george thomson cornet",1908,"AngloSaxon"
"geoffrey cornewall",1908,"AngloSaxon"
"lionel john cornish",1908,"AngloSaxon"
"james cotterell",1908,"AngloSaxon"
"mary anne cotterill",1964,"AngloSaxon"
"william billy cottrill",1912,"AngloSaxon"
"richard couch",1908,"AngloSaxon"
"john malcolm couchman",1936,"AngloSaxon"
"john courtis",1924,"AngloSaxon"
"percy courtman",1908,"AngloSaxon"
"phyllis lindrea covell howkins",1924,"AngloSaxon"
"arthur victor coverleyprice",1948,"AngloSaxon"
"james henry cowan",1908,"AngloSaxon"
"john johnny coward",1936,"AngloSaxon"
"william cowhig",1908,"AngloSaxon"
"michael joseph mike cowley",1964,"AngloSaxon"
"james e cox",1908,"AngloSaxon"
"stanley ernest walter stan cox",1948,"AngloSaxon"
"william j cox",1908,"AngloSaxon"
"sydney turner syd cozens",1928,"AngloSaxon"
"reginald percy crabbe",1906,"AngloSaxon"
"archibald david edmonstone craig",1924,"AngloSaxon"
"rodney craig",1968,"AngloSaxon"
"john gordon crammond",1948,"AngloSaxon"
"frances caroline cramp",1964,"AngloSaxon"
"walter william craner",1928,"AngloSaxon"
"harry crank",1908,"AngloSaxon"
"steffen borries ocrik cranmer",1952,"AngloSaxon"
"colin grant crawford",1924,"AngloSaxon"
"james m crawford",1936,"AngloSaxon"
"walter cecil crawley",1908,"AngloSaxon"
"richard oakes crawshay",1912,"AngloSaxon"
"richard pearson creaghosborne",1956,"AngloSaxon"
"harold percy creasey",1908,"AngloSaxon"
"thomas scott cree",1936,"AngloSaxon"
"julian gerard creus",1948,"AngloSaxon"
"michael bernard jerry critchlow",1948,"AngloSaxon"
"eric bertram crockford",1920,"AngloSaxon"
"peter downton croft",1960,"AngloSaxon"
"roy cromack",1968,"AngloSaxon"
"w bert cronin",1928,"AngloSaxon"
"edward g cronk",1960,"AngloSaxon"
"john dennis johnny cronshey",1948,"AngloSaxon"
"david dave cropper",1968,"AngloSaxon"
"sidney ernest cross",1948,"AngloSaxon"
"sidney cross",1912,"AngloSaxon"
"thomas a cross",1908,"AngloSaxon"
"simon courtney crosse",1960,"AngloSaxon"
"bernard cecil david croucher",1924,"AngloSaxon"
"james gee pascoe crowden",1952,"AngloSaxon"
"brenda olive crowe halligan",1936,"AngloSaxon"
"bertha crowther piggott",1948,"AngloSaxon"
"herbert crowther",1906,"AngloSaxon"
"arthur roy cruttenden",1956,"AngloSaxon"
"g c cullen",1908,"AngloSaxon"
"peter sydney cullen",1956,"AngloSaxon"
"harold harry cullum",1964,"AngloSaxon"
"arthur warren jack cumming",1908,"AngloSaxon"
"david cummings",1924,"AngloSaxon"
"augustus cummins",1924,"AngloSaxon"
"laurence michael larry cummins",1920,"AngloSaxon"
"charles ernest cundall",1928,"AngloSaxon"
"charles norman currey",1952,"AngloSaxon"
"thomas peter ellison curry",1948,"AngloSaxon"
"daisy curwen",1912,"AngloSaxon"
"kathleen rebecca kay cuthbert",1948,"AngloSaxon"
"cuthbert ross cuthbert",1924,"AngloSaxon"
"william cuthbertson",1920,"AngloSaxon"
"geoffrey michael cutter",1956,"AngloSaxon"
"bernard lionel cuzner",1948,"AngloSaxon"
"victor henry augustus vic darcy",1912,"AngloSaxon"
"graham bassett dadds",1952,"AngloSaxon"
"gordon debenham dailley",1936,"AngloSaxon"
"victor thomas tom dakin",1968,"AngloSaxon"
"colin henry dale",1956,"AngloSaxon"
"robin campsie dalglish",1920,"AngloSaxon"
"james jock dalrymple",1924,"AngloSaxon"
"malcolm james william dalrymple",1948,"AngloSaxon"
"john joseph daly",1904,"AngloSaxon"
"gladys daniell",1924,"AngloSaxon"
"cyrus leaf daniell",1908,"AngloSaxon"
"alan danson",1956,"AngloSaxon"
"harry sonny darby",1924,"AngloSaxon"
"henri lon ernest dauban de silhouette",1924,"AngloSaxon"
"john hubert edward daunt",1900,"AngloSaxon"
"john gerald gerry davey",1936,"AngloSaxon"
"christopher guy vere chris davidge",1952,"AngloSaxon"
"henry d davids",1908,"AngloSaxon"
"arthur davies",1908,"AngloSaxon"
"charles c davies",1908,"AngloSaxon"
"cissy davies sanders",1948,"AngloSaxon"
"eva nancy eve davies berry",1968,"AngloSaxon"
"john goldup davies",1948,"AngloSaxon"
"howard granville davies",1968,"AngloSaxon"
"lynn davies",1964,"AngloSaxon"
"marion tiefy davies spencer",1948,"AngloSaxon"
"robert m finden davies",1912,"AngloSaxon"
"ronald davies",1948,"AngloSaxon"
"trevor c davies",1948,"AngloSaxon"
"elizabeth valerie davies latham",1932,"AngloSaxon"
"frank davis",1908,"AngloSaxon"
"gladys mary davis",1924,"AngloSaxon"
"francis howard vincent davis",1956,"AngloSaxon"
"james w davis",1924,"AngloSaxon"
"julia marion davis",1968,"AngloSaxon"
"carl michael davis",1960,"AngloSaxon"
"sarah sally davison",1968,"AngloSaxon"
"percival may davson",1908,"AngloSaxon"
"david dawnay",1936,"AngloSaxon"
"thomas bryce dawson",1964,"AngloSaxon"
"horace sydney dawswell",1920,"AngloSaxon"
"derek malcolm day",1952,"AngloSaxon"
"doris elinor day philips",1908,"AngloSaxon"
"charles louis leopold alfred de beaumont",1936,"AngloSaxon"
"coralie isabel de burgh kinahan",1948,"AngloSaxon"
"edward barrington de fonblanque",1924,"AngloSaxon"
"peter anthony de giles",1952,"AngloSaxon"
"rupert ashworth ramon  de larrinaga",1952,"AngloSaxon"
"philip alexius flp elek lszl de lombos lszl",1932,"AngloSaxon"
"leroy leveson laurent joseph roy de maistre",1948,"AngloSaxon"
"george frederick william de relwyskow",1908,"AngloSaxon"
"charles de westenholz",1964,"AngloSaxon"
"frederick patrick piers de westenholz",1964,"AngloSaxon"
"joseph edmund joe deakin",1908,"AngloSaxon"
"graham alan dean",1964,"AngloSaxon"
"william henry billy dean",1920,"AngloSaxon"
"jack gilroy dearlove",1948,"AngloSaxon"
"horace corner debenham",1924,"AngloSaxon"
"james frederick a jim deegan",1964,"AngloSaxon"
"william j dees",1908,"AngloSaxon"
"michael garwood delahooke",1956,"AngloSaxon"
"frank denby",1908,"AngloSaxon"
"michael john denley",1952,"AngloSaxon"
"arthur j denny",1908,"AngloSaxon"
"charles a denny",1908,"AngloSaxon"
"john boon jack densham",1908,"AngloSaxon"
"john robin dent",1964,"AngloSaxon"
"john henry rob derbyshire",1906,"AngloSaxon"
"william henry grenfell",1906,"AngloSaxon"
"jean catherine desforges pickering",1952,"AngloSaxon"
"lucy elizabeth desmond",1928,"AngloSaxon"
"john hunter devine",1960,"AngloSaxon"
"patricia yvonne devine gloag",1952,"AngloSaxon"
"florence patricia devries williams",1952,"AngloSaxon"
"arthur bernard douglas dexter marks",1936,"AngloSaxon"
"alan dick",1952,"AngloSaxon"
"thomas balla dick",1908,"AngloSaxon"
"william reid dick",1928,"AngloSaxon"
"harold harry dickason",1912,"AngloSaxon"
"albert edward dickin",1920,"AngloSaxon"
"john dickin",1920,"AngloSaxon"
"robert joicey dickinson",1924,"AngloSaxon"
"harold arthur leedillon",1900,"AngloSaxon"
"michael daniel dineen",1908,"AngloSaxon"
"joseph joe dines",1912,"AngloSaxon"
"harry dingley",1924,"AngloSaxon"
"j e dingley",1920,"AngloSaxon"
"john ivor disley",1952,"AngloSaxon"
"frederick william fred dix",1924,"AngloSaxon"
"joan dix jones",1932,"AngloSaxon"
"charles percy dixon",1908,"AngloSaxon"
"frank s dobson",1960,"AngloSaxon"
"norman w dobson",1948,"AngloSaxon"
"george shannon dockrell",1908,"AngloSaxon"
"charlotte lottie dod",1908,"AngloSaxon"
"william dod",1908,"AngloSaxon"
"patricia ann dodd",1968,"AngloSaxon"
"john mcdonald mac dodds",1936,"AngloSaxon"
"herbert edward henry dodkins",1956,"AngloSaxon"
"hugh lawrence laurie doherty",1900,"AngloSaxon"
"reginald frank reggie doherty",1900,"AngloSaxon"
"sidney domville",1908,"AngloSaxon"
"charles buchan donald",1968,"AngloSaxon"
"h w doncaster",1920,"AngloSaxon"
"francis james frank donovan",1948,"AngloSaxon"
"michael owen harry doughty",1956,"AngloSaxon"
"ewan campbell kennedy douglas",1948,"AngloSaxon"
"henry harry douglas",1924,"AngloSaxon"
"john william henry tyler douglas",1908,"AngloSaxon"
"francis sidney frank dove",1920,"AngloSaxon"
"frederick dove",1936,"AngloSaxon"
"william bathurst dove",1900,"AngloSaxon"
"david william dai dower",1952,"AngloSaxon"
"j c downing",1948,"AngloSaxon"
"thomas downing",1908,"AngloSaxon"
"charles samuel dowson",1920,"AngloSaxon"
"philip geoffrey doyne",1920,"AngloSaxon"
"norman hercy drake",1936,"AngloSaxon"
"dorothy ann drew",1952,"AngloSaxon"
"david d drury",1928,"AngloSaxon"
"herbert james christian drury",1908,"AngloSaxon"
"peshoton sorabjee goolbai dubash",1924,"AngloSaxon"
"john noel duckworth",1936,"AngloSaxon"
"john webster dudderidge",1936,"AngloSaxon"
"cosmo edmund duffgordon",1906,"AngloSaxon"
"guy carol dugdale",1936,"AngloSaxon"
"thomas cantrell dugdale",1932,"AngloSaxon"
"cyril patrick william francis radclyffe dugmore",1908,"AngloSaxon"
"bridget mary biddy dukewoolley armitage",1948,"AngloSaxon"
"hugh william macpherson peter dulley",1924,"AngloSaxon"
"thomas henry dumbill",1912,"AngloSaxon"
"eric victor dunbar",1920,"AngloSaxon"
"alexander alex duncan",1908,"AngloSaxon"
"robert cochran duncan",1908,"AngloSaxon"
"frederick francis freddie dunkelman",1948,"AngloSaxon"
"harry t dunn",1928,"AngloSaxon"
"john edward powell jack dunn",1936,"AngloSaxon"
"james jimmy dunne",1964,"AngloSaxon"
"hugh durant",1912,"AngloSaxon"
"amy birnie duthie",1936,"AngloSaxon"
"eric ogden dutton",1908,"AngloSaxon"
"kenneth victor dwan",1968,"AngloSaxon"
"e dyson",1908,"AngloSaxon"
"dennis michael royal eagan",1952,"AngloSaxon"
"sebastian earl",1920,"AngloSaxon"
"lancelot crofts lance east",1928,"AngloSaxon"
"peter easte",1908,"AngloSaxon"
"gladys shirley eastlakesmith lamplough",1908,"AngloSaxon"
"william edward eaton",1936,"AngloSaxon"
"wilberforce vaughan eaves",1908,"AngloSaxon"
"maurice edelston",1936,"AngloSaxon"
"reginald edward edgecombe",1920,"AngloSaxon"
"john william edgington",1964,"AngloSaxon"
"vincent franz harry edward",1920,"AngloSaxon"
"alan edwards",1968,"AngloSaxon"
"francis millward edwards",1906,"AngloSaxon"
"hugh robert arthur edwards",1932,"AngloSaxon"
"lionel dalhousie robertson edwards",1928,"AngloSaxon"
"margaret edwards wilding",1956,"AngloSaxon"
"w edwards",1920,"AngloSaxon"
"charles wilfred edwards",1908,"AngloSaxon"
"alexander frederick alex eke",1948,"AngloSaxon"
"anthony howard tony ekins",1968,"AngloSaxon"
"william ronald ron eland",1948,"AngloSaxon"
"george alfred elcock",1932,"AngloSaxon"
"bryan eley",1968,"AngloSaxon"
"charles ryves maxwell eley",1924,"AngloSaxon"
"vera patricia ellery",1948,"AngloSaxon"
"william ellicott",1908,"AngloSaxon"
"launceston elliot",1896,"AngloSaxon"
"geoffrey michael geoff elliott",1952,"AngloSaxon"
"ian lea elliott",1960,"AngloSaxon"
"john jack elliott",1924,"AngloSaxon"
"peter john henry elliott",1948,"AngloSaxon"
"cyril ellis",1924,"AngloSaxon"
"michael john mike ellis",1960,"AngloSaxon"
"jacqueline ida enfield",1964,"AngloSaxon"
"stanley eric engelhart",1932,"AngloSaxon"
"joseph c joe english",1908,"AngloSaxon"
"carl alfred erhardt",1936,"AngloSaxon"
"frank ralph errington",1908,"AngloSaxon"
"margaret erskine luckas",1948,"AngloSaxon"
"lionel hunter escombe",1908,"AngloSaxon"
"david evans",1932,"AngloSaxon"
"frank evans",1952,"AngloSaxon"
"lloyd hywel evans",1964,"AngloSaxon"
"patricia bowen pat evans whitford",1948,"AngloSaxon"
"sidney clifton horace sid evans",1908,"AngloSaxon"
"yorrie evans",1952,"AngloSaxon"
"thomas tom evenson",1932,"AngloSaxon"
"arthur francis graham everitt",1912,"AngloSaxon"
"fearne ewart",1956,"AngloSaxon"
"leonard len eyre",1952,"AngloSaxon"
"arthur william fagan",1912,"AngloSaxon"
"stephen ian fairbairn",1924,"AngloSaxon"
"ivo frank fairbairncrawford",1908,"AngloSaxon"
"crawford william fairbrother",1960,"AngloSaxon"
"john fairgrieve",1948,"AngloSaxon"
"richard gennys fanshawe",1936,"AngloSaxon"
"frederick charles william john farleigh",1948,"AngloSaxon"
"suzanne farmerallday goodison",1952,"AngloSaxon"
"george hardy farquhar",1956,"AngloSaxon"
"stewart farquharson",1960,"AngloSaxon"
