"full_name","origin"
"kah choong loo","China"
"carl mason","AngloSaxon"
"mongkol jesadanont","SouthEastAsia"
"narong praphairaksit","SouthEastAsia"
"sakchai klinhom","SouthEastAsia"
"siriwan ong chai","SouthEastAsia"
"apisit boonseng","SouthEastAsia"
"suchada tang amornsuksan","SouthEastAsia"
"andreas erling","Scandinavian"
"somchai warintarawat","SouthEastAsia"
"phuwanai bunnak","SouthEastAsia"
"sastra chaotheing","SouthEastAsia"
"augustus calub","Philippines"
"seiji hirata","Hispanic"
"supawadee vitoorapakorn","SouthEastAsia"
"peder otto brandt","Scandinavian"
"pruphanya lekngram","AngloSaxon"
"thawat chansorn","SouthEastAsia"
"narong limastian","SouthEastAsia"
"gordon tseng","China"
"cornelis watze bottema","German"
"pajaree srimongkol","SouthEastAsia"
"sudarshan narasimhan","India"
"surakameth mahasirimongkol","India"
"nigel martin witty","AngloSaxon"
"suchart chokthanyawat","SouthEastAsia"
"kurt charles ruthe","German"
"sumalee punyakumleard","SouthEastAsia"
"suk em chatdao","China"
"tawatchai kaewking","SouthEastAsia"
"jamaluddin bin haja mohideen","India"
"sukanya jesadanont","India"
"wanlin chang","China"
"tijl pieter de zwart","German"
"supaporn boontiang","SouthEastAsia"
"khetrat dateprasertkul","India"
"somchai akkarawittayapoom","SouthEastAsia"
"pornchai rakpongsiri","SouthEastAsia"
"jacques sonderer","French"
"didier chaument","French"
"anthony nix","AngloSaxon"
"attaporn somboon","SouthEastAsia"
"narongsak visesnut","SouthEastAsia"
"surat kwanmuang","SouthEastAsia"
"orawan ngamna","SouthEastAsia"
"michael david adams","AngloSaxon"
"paisal pandum","SouthEastAsia"
"virat sornsiri","India"
"shoji kitahara","Japan"
"sayan suanya","India"
"yew cheong kuan","China"
"lim leong heng","China"
"mohamad suwandi sidik","SouthEastAsia"
"chong yew lee","China"
"tze haw liew","China"
"hun chiang lim","China"
"dominicus van esbroeck","SouthEastAsia"
"kim leong lee","Korea"
"kok eng looi","China"
"umi razali","SouthEastAsia"
"mohd azmil bin mohd noor","SouthEastAsia"
"joon yip chew","China"
"peng soon lim","China"
"kee siang goh","China"
"selvarajan murugan","India"
"awis sazili","SouthEastAsia"
"chew how lim","China"
"kai yong cheng","China"
"pei shi liew","China"
"soon chuan ong","China"
"kwok yuen ng","China"
"muhammad mohd ezani","SouthEastAsia"
"vi vie ng","SouthEastAsia"
"yu fong tan","China"
"zainorah awang","SouthEastAsia"
"soo keong ong","China"
"ka bo wong","China"
"sachin raj","India"
"mahsein wan","China"
"chin guan","China"
"choo kiat yap","China"
"sui kwang chua","China"
"seow kah tong","China"
"siva shankar jayaratnam","India"
"heng ho yeow","China"
"whei wong","China"
"teng howe lim","China"
"ahmad syamil wahid","SouthEastAsia"
"siang poh loh","China"
"chin yee loong","China"
"inn kean chong","China"
"hasmizan bin hashim","SouthEastAsia"
"soong teng","China"
"nyuk kin koo","China"
"keen yew loke","China"
"huay ling low","China"
"meilina ong  malaysian palm oil board abdullah","SouthEastAsia"
"mohd shahrul amir zamberi","SouthEastAsia"
"boon ping neoh","China"
"kok weng loo","China"
"wui hung moo","China"
"mee moi yap","China"
"muniandy shunmugam","SouthEastAsia"
"zulkalnain mohd yussof","SouthEastAsia"
"jerad ford","AngloSaxon"
"eng wiang chan","China"
"choon guan ko","China"
"abrizah othman","SouthEastAsia"
"wei jian lee","China"
"teck soon lau","China"
"radhakrishnan menon","India"
"siti sawiah ramli","SouthEastAsia"
"boon liang heng","China"
"ng siew chor","China"
"ratha krishnan vicknes","India"
"bee hoon liau","China"
"swee aun lau","China"
"atsushi yagara","Japan"
"praveen chappa","India"
"khairul azhar bin mukhtar","SouthEastAsia"
"tan cheng why","SouthEastAsia"
"chung min thor","China"
"bruno lebriere","Hispanic"
"kia loong phua","China"
"chuen ming tan","China"
"weng fei wong","China"
"sulaiman suraya","SouthEastAsia"
"kian leong chin","China"
"bin mohd noor ismail","SouthEastAsia"
"soh peng lim","China"
"karn hwa lau","China"
"abdul karim norfidathul aizar","SouthEastAsia"
"heng lee lee","China"
"teik sean toh","China"
"teow beng hur","SouthEastAsia"
"swee yong pung","China"
"mohd zairey bin md zain","SouthEastAsia"
"eugene kai poh wong","China"
"yin liong leong","China"
"jack ping chng","China"
"abu bakar bin abdul majeed","Arabic"
"premkumar ramachandran","India"
"cindy chin ly","SouthEastAsia"
"ahmad malaysian palm oil board salmiah","SouthEastAsia"
"dzulkifly hashim","SouthEastAsia"
"huoy thyng yow","China"
"thong kai choh","China"
"siti aishah adam","SouthEastAsia"
"beng yean ooi","China"
"mei see chin","China"
"kar hing yau","China"
"huong chung yew","SouthEastAsia"
"yunus husin","SouthEastAsia"
"basiron  malaysian palm oil board yusof","SouthEastAsia"
"vijayendran govindasamy","India"
"zain bin kafeel","Arabic"
"umasangar pillai","India"
"lau teck beng","China"
"wei liam loo","China"
"wah leong teoh","China"
"hwee yun loh","China"
"mei han ng","China"
"chin hai ang","China"
"chun yeow yeoh","China"
"chee can lee","China"
"kam cheong chung","China"
"yong kong siew","China"
"jauhari abd ghafar","SouthEastAsia"
"poh lam","China"
"zanoramy ansiry zakaria wira","SouthEastAsia"
"hun kwan lee","China"
"shafarin shafie","SouthEastAsia"
"hugo antonio corvalan san martin","Hispanic"
"christine siu zhen chuah","AngloSaxon"
"man on wong","China"
"muhamad aidil bin misseri","SouthEastAsia"
"anis nurashikin nordin","SouthEastAsia"
"cham chin long","SouthEastAsia"
"ching boon lee","China"
"wei yi thor","China"
"ie chen chia","China"
"shu ern perng mark","China"
"poo heng ng","China"
"lau karn jye","China"
"choy kim wong","China"
"wai meng chin","China"
"chew lee","China"
"wee boon tay","China"
"lawrence yong joon leong","China"
"king seng hu","China"
"suang tien ho","China"
"hamdan halimaton","SouthEastAsia"
"swee aun khor","China"
"wan tat hooi","SouthEastAsia"
"su fong chien","SouthEastAsia"
"arnd boettcher","German"
"wing hung thong","China"
"chi meng khong","SouthEastAsia"
"ng ru yin","China"
"bee seng lee","China"
"nazman na im","Korea"
"chee voon tan","China"
"rizal bin jaffar","SouthEastAsia"
"usman sarwar","Arabic"
"kean hoo chong","China"
"kamarudin hussin","SouthEastAsia"
"idris rahmat","SouthEastAsia"
"mohan panga","India"
"tan kean sheng","China"
"kok loong chong","China"
"rodello cadiz sigalat","Philippines"
"romli mohamad","SouthEastAsia"
"iqbal saripan","SouthEastAsia"
"seek ping lee","China"
"mohamed shahril bin mohamed faisal","Africa"
"kim kee chow","China"
"dzulkifly mat hashim","SouthEastAsia"
"eng sia lee","China"
"eng kiat lee","China"
"tanja puhl","German"
"fong woh fai","China"
"richie chan","China"
"chee pin ng","China"
"wey chien heng","China"
"adawiyah bokhari rubiatul","SouthEastAsia"
"syamsuri yaakob","SouthEastAsia"
"hong wei teh","China"
"teik hua ng","China"
"gurchran singh","India"
"sie wei henry lau","China"
"mohd imran rosly","SouthEastAsia"
"fook main heng","China"
"kian her liew","China"
"teow see","China"
"lee booi lim","China"
"huey teh","China"
"jeremy duncan stuart joynson","AngloSaxon"
"kwee hui lee","China"
"david ho sue san ho","China"
"chee how goh","China"
"weng chuen foong","China"
"kok liang cho","China"
"chin low guan","China"
"chan peng yee","China"
"jien hau ng","China"
"boon tan","China"
"chee main heam","China"
"kai boon khoo","China"
"ng kay ming","China"
"lalitha kaleedhass","India"
"chee hoo lee","China"
"pankaj vinayak dudulwar","India"
"yin keat loh","China"
"sing tak tsang","China"
"mohd azmi mohd zain","SouthEastAsia"
"kai choh thong","China"
"khin shin lai","China"
"chua han kung","China"
"tseng hsiang lin","China"
"amy terese herrmann","German"
"pei shan chua","China"
"ben zee min ooi","AngloSaxon"
"chen hsiung au","China"
"raha abdul rahim","Persian"
"kwok lim tay","China"
"umi salamah ramli","SouthEastAsia"
"kian heong tan","China"
"poh imm goh","China"
"kok onn lo","China"
"kon hoe chin","China"
"chee seong yoon","China"
"leow sai kaw","China"
"kuang ming lee","China"
"chee keng teh","China"
"liu mei lee","China"
"kin fatt phoon","China"
"azman bin zahari","SouthEastAsia"
"yin yen bong","China"
"kuok shoong daniel wong","China"
"ch ng kean kok","Arabic"
"ah kiew wong","China"
"kim soon fam","SouthEastAsia"
"hoon sin cheong","Korea"
"azura amid","SouthEastAsia"
"yuen yee wong","China"
"wui pin lee","China"
"heng ee ooi","China"
"chuang chong","China"
"chee soon lew","China"
"tan boon khim","China"
"ridza effendi abd razak","SouthEastAsia"
"mohd firdaus hj shuib","SouthEastAsia"
"young chee yu","Korea"
"cheah luan ho","China"
"cheeyang ng","China"
"chi yuen marcus wong","China"
"chooi mei chong","China"
"nur musyahadah mazalan","SouthEastAsia"
"kok lye wah","China"
"cheng foh le","SouthEastAsia"
"hui na chua","China"
"chee cheong ho","China"
"chaung sim chong","China"
"mikko kauko johannes jarva","Scandinavian"
"chen choon hing","China"
"mursyida abdul razak","SouthEastAsia"
"chee siong lee","China"
"atefeh amerizadeh","Persian"
"pei szu lean","China"
"yee huan yew","China"
"aminah nor azizan","SouthEastAsia"
"mazlin ghazali","SouthEastAsia"
"tong chan","China"
"soon huat tiong","China"
"cheng kee","China"
"chai kok soon","China"
"noor azian mat jiwa","SouthEastAsia"
"mohd fairuz bin mohamad zawawi","SouthEastAsia"
"anuradha karunakaramoorthy","India"
"weng chung tan","China"
"yu gang shee","China"
"ming hoong looi","China"
"frank adler","German"
"reinhard joho","German"
"david charles lehnen","German"
"sergio simoes","Hispanic"
"masatake iida","Japan"
"ma angeles lacarta aparicio","Hispanic"
"nils arthun","German"
"yiru xie","China"
"stefan ljungkrantz","German"
"gaurav kapila","India"
"jens weller","German"
"andres luder schaible","German"
"nobuo kabayashi","Japan"
"jinho ha","Korea"
"ki yong  samsung mobile display co lee","Korea"
"rajmund lewis somorjai","EastEurope"
"ferenc lukacs","EastEurope"
"liguo li","China"
"johnson sudhakar","India"
"michael duffey","AngloSaxon"
"didier racaud","French"
"michel taburet","French"
"ryan carver","AngloSaxon"
"gianmario delsignore","Italian"
"zuming liu","China"
"mats torbjoern haglund","Scandinavian"
"abhaya kumar","India"
"sergej vasil evich pantyukhov","German"
"svetlana nikolaevna vasilieva","Slavic"
"umang deepak kumar doshi","India"
"fred gumprecht","German"
"julien cuvilliez","French"
"hansoo shim","Korea"
"stephane autret","French"
"gianbattista maggiori","Italian"
"karoly henger","German"
"peter bayer","German"
"yizhe lai","China"
"bobby haley","AngloSaxon"
"jaime velez","Hispanic"
"anders soedergaerd","Scandinavian"
"andreas geissler","German"
"herv magnin","French"
"alexej michajlovich kouzioukine","German"
"matti karppanen","Scandinavian"
"xu bo","SouthEastAsia"
"rikke andersen","Scandinavian"
"yogesh bapurao pawar","India"
"kosuke kaji","Japan"
"robert oliver","AngloSaxon"
"anniina koski","Scandinavian"
"elena galvez parruca","Italian"
"byung chul jeong","Korea"
"per lykke lynnerup","Scandinavian"
"kiran bhat kashi","India"
"jung zhong hu","Korea"
"yoon ho park","Korea"
"viktor ivanovich trefilov","Slavic"
"gary aldgrd","AngloSaxon"
"omar cauli","Italian"
"farzin dadsetan","Persian"
"animesh salunkhe","India"
"rahul sudhir kumar","India"
"hyejin kwon","Korea"
"mingyan bao","SouthEastAsia"
"noboru hiraiwa","Japan"
"donald lorenz","German"
"jose luis adame","Hispanic"
"paulo dinis vale lopes","Hispanic"
"marie martine roux","French"
"piero ottonello","Italian"
"mangesh pantankar","India"
"yeon kyoung jung","Korea"
"nicolas alain paul nodenot","French"
"hubert meunier","French"
"kostja heinrich","German"
"jose ruiz caston","Hispanic"
"jean claude braconnier","French"
"enzo paolucci","Italian"
"suyan fan","China"
"janos kurucz","EastEurope"
"kyung soo lim","Korea"
"philippe mignot","French"
"per jeppesen","Scandinavian"
"sebastien balocco","French"
"kazunari goto","Japan"
"richard scott hinks","AngloSaxon"
"marinella roberti","Italian"
"guo wu jiang","China"
"marie dutreix","French"
"thomas damerow","German"
"rodger broick","AngloSaxon"
"leonard conner","AngloSaxon"
"jean claude renard","French"
"elodie mery de montigny","French"
"ho sang kwack","Korea"
"sukumar brahma","India"
"klaus heilmann","German"
"marek piatkiewicz","EastEurope"
"keisuke tsujimoto","Japan"
"teresa cruz","Hispanic"
"don dunbar","AngloSaxon"
"hyo joong lee","Korea"
"chiara elefante","Italian"
"goeran hurtig","Scandinavian"
"vijayanand thiagarajan","India"
"andrzej ruta","EastEurope"
"michael dehaan","AngloSaxon"
"yosinobu iguchi","Japan"
"piotr komor","EastEurope"
"jose luis gascon murillo","Hispanic"
"mara del rosario rico ferreira","Hispanic"
"haeng nan kim","Korea"
"emilio carrasco yufera","Hispanic"
"amit japtiwale","India"
"rossana bongianino","Hispanic"
"kwang soo huh","Korea"
"eun seong cho","Korea"
"randall kent sears","AngloSaxon"
"peter hartman","AngloSaxon"
"crystal byers","AngloSaxon"
"leif gro nstad","Scandinavian"
"taskashi usui","Japan"
"se hyun chang","Korea"
"jari maeki rahkola","Scandinavian"
"sumiyo watanabe","Japan"
"heitor moreira cavalhieri","Hispanic"
"titkuan hui","China"
"mikko markus koeykkae","Scandinavian"
"jean marie brocvielle","French"
"jean paul pais de barros","Hispanic"
"dennis behrens","German"
"robert belfield","AngloSaxon"
"domenico romeo","Italian"
"vijay arumugam velayutham","India"
"joan garzon romero","Hispanic"
"juergen utschig","German"
"fulvio  interpump engineering montipo","Italian"
"matthew mischakoff","AngloSaxon"
"thierry athis","French"
"gabor szarvas","EastEurope"
"mario caniggia","Hispanic"
"joaquin lison fernandez","Hispanic"
"hae il kang","Korea"
"alexandre carvalho","Hispanic"
"james addams shurtleff","AngloSaxon"
"martin emanuel sicker","German"
"ida lager","Scandinavian"
"lukasz wojcik","AngloSaxon"
"goo jun","Korea"
"norihiro takayama","Japan"
"stefano paleari","Italian"
"wind feng","China"
"hans dieter overbeck","German"
"birgitta peltopakka","Scandinavian"
"simon huguenin","French"
"dhruv sharma","India"
"fabrice caradec","French"
"vitali vitalevich boyarkin","Slavic"
"ravi thati","India"
"jong mun son","Korea"
"kenth andersson","Scandinavian"
"minseok kim","Korea"
"galina leonidovna brezhneva","Slavic"
"alessandro bestetti","Italian"
"jose juan esteve taboada","Hispanic"
"sandip tiwari","India"
"roland westrelin","French"
"alla yurevna krylova","Slavic"
"nicholas dixon jr","Africa"
"yoshihisa mitsubishi denki harada","Japan"
"carl olof carlsson","Scandinavian"
"stephane pottier","French"
"do hyoung lee","Korea"
"bijesh balachandran","India"
"alain lefebvre","French"
"shailendra baranwal","India"
"pedro miguel ferreira monteiro","Hispanic"
"jonas carlsson","Scandinavian"
"manne reddy","India"
"madan devadoss","India"
"jagadeesh narayanarao","India"
"sergio de franciscis","Hispanic"
"vrushali karnik","India"
"chandrasekaran gowrishankaran","India"
"kjell krkenes","Scandinavian"
"michael yager","AngloSaxon"
"dong chul chae","Korea"
"zsuzsanna relle nee somfai","EastEurope"
"yunliu fan","China"
"pierre mormede","French"
"romeu rodrigues figueira","Hispanic"
"margaret gretta","AngloSaxon"
"malcolm blanchard","AngloSaxon"
"juliano zucchetto teixeira","Hispanic"
"bertrand reyss","French"
"yeong sik choi","Korea"
"francois delaplace","French"
"marco bombonato","Hispanic"
"synnove holtan","Scandinavian"
"laszlo balla","EastEurope"
"jos minguez ortega","Hispanic"
"achim dieter schmidt","German"
"mary smiley","AngloSaxon"
"gorka perez yarza perez irezabal","Hispanic"
"manfred thiess","German"
"ralph pringle jr","Philippines"
"siddhaarth iyer","India"
"bela ifj gyarmati","EastEurope"
"daniel taibi","French"
"ummadisetty chinna rajesh","India"
"kang rok lee","Korea"
"uttam ramrao kalkote","India"
"michel henri crochet","French"
"jong kyoun kang","Korea"
"prasad panse","India"
"vincent blet","French"
"akinobu kagawa","Japan"
"mitsuru miyao","Japan"
"carl andrew brannen","AngloSaxon"
"alapati srinivasa rao","India"
"hochan an","Korea"
"roger hodder","AngloSaxon"
"robert benbow","AngloSaxon"
"araki takashi","Japan"
"steven lyle schmidt","German"
"yasushi magaki","Japan"
"sung yoon kang","Korea"
"chul yong shin","Korea"
"nitin prakash sharma","India"
"sung jeen jang","Korea"
"jeffrey crow","AngloSaxon"
"philippe ode daniel ricard","French"
"mette rica geiker","Scandinavian"
"jean francois timsit","French"
"se min lee","Korea"
"donald edward heinz","German"
"byung woo yoo","Korea"
"olin elliott","AngloSaxon"
"eckhard behnert","German"
"dattatraya apparao savant","India"
"luiz fernando gomes de carvalho","Hispanic"
"weiqing wang","China"
"jingming yu","China"
"shigeru yonamine","Hispanic"
"james kevin andrews","AngloSaxon"
"haoran liu","China"
"gerhard knighofer","German"
"livia laranjeira moura farias","Hispanic"
"aad van wensen","SouthEastAsia"
"stuart wood","AngloSaxon"
"matthew burch","AngloSaxon"
"concetta cicala","Italian"
"kumar swamy bv","India"
"rajeshkumar ichchhubhai patel","India"
"marcello magri amaral","Hispanic"
"andrew mackenzie","AngloSaxon"
"juhani lemstroem","Scandinavian"
"jaya gautam","India"
"urs maier","German"
"utkarsh sinha","India"
"radhika sharma","India"
"barry clerkson","AngloSaxon"
"zhi wei shuang","China"
"mar hernandez guillamon","Hispanic"
"david botstein","AngloSaxon"
"terence christopher haddock","AngloSaxon"
"ruben blanco aviles","Hispanic"
"nils lindgren","Scandinavian"
"cliff beard","AngloSaxon"
"atul dogra","India"
"jean gibaud","French"
"asim ray","India"
"gurcharan bhusri","India"
"muthusamy gunasekar","India"
"antonio llera castell","Hispanic"
"balakrishnan kesavaperumal","India"
"patrick andrianiaina","French"
"kyung seung kim","Korea"
"seiichi nozawa","Japan"
"srinivas adayapak","India"
"jacky chi hung chan","China"
"na schenker","German"
"xiaowen zhou","China"
"william richard gilbert","AngloSaxon"
"rios rosado","Hispanic"
"guansai liu","China"
"alessandro mario ferrario","Italian"
"asya zakharova","Slavic"
"michal buzek","EastEurope"
"felix von hertling","German"
"phillipp werner","German"
"saroj vohra","India"
"paolo aldinio colbachini","Italian"
"phillip ross burkholder","AngloSaxon"
"hwa seon shin","Korea"
"nanshan shu","China"
"gaelle samson","French"
"adam rothschild hoffman","AngloSaxon"
"matam kumar","India"
"maurice verchere","French"
"salvatore martinez","Italian"
"paul thottathill","AngloSaxon"
"karl anders reinhold johansson","Scandinavian"
"neil dunne","AngloSaxon"
"joelle lalande","French"
"yungjung yi","Korea"
"christian bielefeldt hicks","AngloSaxon"
"ferenc szlivka","Italian"
"shankar kausley","India"
"zhaohui yin","China"
"sang min jung","Korea"
"hyung keun chi","SouthEastAsia"
"hao howard wang","China"
"ander gaston lujambio","Hispanic"
"philip bennefall","AngloSaxon"
"edwin dickinson","AngloSaxon"
"ilkka hemmilae","Scandinavian"
"jesus colprim galceran","Hispanic"
"juxuan li","China"
"henning sakslund","German"
"evaristo jose camarero","Hispanic"
"leonid volkov","Slavic"
"jungouk shin","Korea"
"karan mandlekar","India"
"leiming zhang","China"
"shohei hosomi","Japan"
"gergely debreczeni","EastEurope"
"arthur skelley","AngloSaxon"
"chad lambert","AngloSaxon"
"christian malm","Scandinavian"
"scott leman","AngloSaxon"
"sonja labitzke","German"
"wayne taylor","AngloSaxon"
"silvana testa","Hispanic"
"andrei valentinovich zolotarevsky","Slavic"
"fritz plattner","German"
"davide bruzzi","Italian"
"elio filippini","Italian"
"adelaide giuseppina caronni","Italian"
"kunihiko miyaguchi","Japan"
"steven greitzer","AngloSaxon"
"ingo boenig dr","German"
"ching tzu chen","China"
"amelie boichard","French"
"vikram sutar","India"
"david fuste vilella","Hispanic"
"felice zucchi","Italian"
"kwang eun jeong","Korea"
"susan dettelbach","AngloSaxon"
"hans jurgen richstein","German"
"anja wittke","German"
"john linden","AngloSaxon"
"regis dufrenne","French"
"jeremy mccullagh","AngloSaxon"
"dino colladon","Italian"
"yunjoo moon","Korea"
"joergen forsberg","Scandinavian"
"kishan hari","India"
"heinz heitfeld","German"
"jean marie delaitre","French"
"yutaka otsuka","Japan"
"axel fredrik scholander","Scandinavian"
"luciene baptista bastos","Hispanic"
"aldo di luccia","Hispanic"
"min uk heo","Korea"
"dae ha seo","Korea"
"devendrakumar varma","India"
"sivarajan govindaraju","India"
"yanbo tang","China"
"yifei chen","China"
"joachim schellhase","German"
"jose cobo de la cruz","Hispanic"
"fusatoshi sakaguchi","Japan"
"alexandr sergeyevich evdokimov","Slavic"
"veronica de guzman","Hispanic"
"pio maria guglielmo curatolo","Italian"
"eui jeong hwang","Korea"
"natalina ronca","Italian"
"yoon suk nam","Korea"
"darren james bainbridge","AngloSaxon"
"irina pavlovna smirnova","Slavic"
"tapani antila","Scandinavian"
"carol elizabeth murphy","AngloSaxon"
"artem kolomeitzev","Slavic"
"cody dean","AngloSaxon"
"shilong li","China"
"foster cooper","AngloSaxon"
"kun choi","China"
"tarso kist","Hispanic"
"aditya pal","India"
"matthias berkemeyer","German"
"aleksandr troshkin","Slavic"
"shiyong yi","China"
"thayamkulangara viswanathan","India"
"jacques sagn","French"
"kenneth brumleve","AngloSaxon"
"dominique bayart","French"
"henrik bendsen","Scandinavian"
"prem chand","India"
"joao alberto vilela barros","Hispanic"
"satish sharad khanke","India"
"kevin mayfield","AngloSaxon"
"michael liebling","German"
"sergei anatolievich ponomarenko","Slavic"
"hui yong chung","China"
"cedric catalogne","French"
"meghashyam ramanuja","India"
"sung oh","Korea"
"laird rixford","AngloSaxon"
"thomas dalancon","French"
"anthony brown","AngloSaxon"
"michael sears","AngloSaxon"
"gustav levander","Scandinavian"
"vincent edward jackson","AngloSaxon"
"hugues fanielle","French"
"hyung sik hong","Korea"
"georg vogl","German"
"veronica campidelli","Hispanic"
"seshu kumar akella","India"
"petrina schick","German"
"baburaj kaimalilputhenpura prabhakaran","India"
"javier celemin gonzalez","Hispanic"
"nikita borisov","Slavic"
"rajulu gavara govinda","India"
"klaus biemel","German"
"dominique armand","French"
"jae won kang","Korea"
"johannes grillari","German"
"johannes steinmetz","German"
"paul kabore","French"
"farhad babazadeh","Persian"
"ove vlstad","Scandinavian"
"pascal casanova","French"
"mara de las ermitas alcalde pais","Hispanic"
"yuko wakamatsu","Japan"
"salvatore santagata","Italian"
"richard ricles","AngloSaxon"
"solveig fossum","Scandinavian"
"hongji zhou","China"
"carlos giro rufino","Hispanic"
"brent mckay","AngloSaxon"
"mihail vasilievich logunov","Slavic"
"julien fraenzel","French"
"jozsef karolyne beres","EastEurope"
"francesco tesini","Italian"
"anilkumar dinker pandit","India"
"jungyun won","Korea"
"lucas santiago ribeiro ferianci","Hispanic"
"mahitosh mandal","India"
"colin peter richardson","AngloSaxon"
"jay poret","French"
"chang ku hua","China"
"huili wang","China"
"rene stein","German"
"mara cruz acero leal","Hispanic"
"roney tonussi rodrigues","Hispanic"
"philippe pommez","French"
"bartek radziminski","EastEurope"
"madhava ram paranandi ananta","India"
"jonas ingemarsson","Scandinavian"
"kenneth hing key tseng","China"
"andrei sergeevich alimov","Slavic"
"wallace dunn","AngloSaxon"
"shin ichiro takayanagi","Japan"
"celine almonacil","French"
"young min oh","Korea"
"george alvarado","Hispanic"
"luis martin navarro","Hispanic"
"jan friberg","Scandinavian"
"martin alonso","Hispanic"
"osamu ataguchi","Japan"
"colin pykett","AngloSaxon"
"jerzy madej","EastEurope"
"jrmie pescatore","Italian"
"nalesh chandra","India"
"bjorn bjerke","Scandinavian"
"richard bormann","German"
"gilles le traon","French"
"steven sink","AngloSaxon"
"younji shin","Korea"
"geoffrey james","AngloSaxon"
"michael alan vandenberg","AngloSaxon"
"rachel marie hiler","AngloSaxon"
"aleksandr leonidovich gintsburg","Slavic"
"andrey olegovich korolenko","Slavic"
"klaus hoermeyer","German"
"arne gunnar larsen","Scandinavian"
"lester dyer","AngloSaxon"
"dennis riordan","AngloSaxon"
"joo paulo patriarca de almeida","Hispanic"
"jackei wong","China"
"stanley todorov","AngloSaxon"
"cesare vicario","Italian"
"lingxiao hou","China"
"francisco javier jimenez gonzalez","Hispanic"
"bernard jacquemin","French"
"nicola cinelli","Italian"
"federica esposito","Italian"
"jas saini","India"
"amanda assuno vieira","Hispanic"
"young jun yu","Korea"
"jean francois langui","French"
"qingzhong cheng","China"
"jinho seo","Korea"
"allan maurici","Hispanic"
"lauren wessel hart","AngloSaxon"
"guido galliani","Italian"
"zaven artashesovich simonyan","Slavic"
"venkatarao palli","India"
"philippe tort","French"
"lutz ehrig","German"
"anurag arora","India"
"leana travaglini","Italian"
"per bjerrum","Scandinavian"
"joao paulo calado cordeiro vital","Hispanic"
"herbert fiss","German"
"agustin prieto moreno","Hispanic"
"john harvie chaffin","AngloSaxon"
"ronald fullerton","AngloSaxon"
"elizabeth marques moreira","Hispanic"
"lucyana barbosa","Hispanic"
"carine roger","French"
"keith welsh","AngloSaxon"
"massimo varese","Italian"
"renata maria anna cavaliere ved vesley","Hispanic"
"herman lundgren","Scandinavian"
"serafin rosado","Hispanic"
"douglas gerald evans","AngloSaxon"
"christopher amidon","AngloSaxon"
"juan jos guerrero","Hispanic"
"djamshid tavangarian","Persian"
"rainer schnatterer","German"
"francisco jose maia da silva","Hispanic"
"kosuke kurokawa","Japan"
"erkki vallbacka","Scandinavian"
"attilio veneri","Italian"
"weiguang zhao","China"
"carlo migli","Italian"
"brad lee vaughn","AngloSaxon"
"madhu yashwanth boenapalli","India"
"pezhman akbari","Persian"
"jose ortola pons","Hispanic"
"rosangela sabattini capella lopes","Hispanic"
"zhiwen deng","China"
"uwe quittmann","German"
"lawton campbell","AngloSaxon"
"kacy denton","AngloSaxon"
"enrico billo","Italian"
"khurges evgeny moiseevich","French"
"benjamin eric ross","AngloSaxon"
"roy lundy","AngloSaxon"
" le","SouthEastAsia"
"miroslav hajek","EastEurope"
"robert cowen","AngloSaxon"
"alan gant","AngloSaxon"
"andy hertzfeld","AngloSaxon"
"lea pourchet","French"
"reinhardt thiel","German"
"shinji niida","Japan"
"michael rowlandson","AngloSaxon"
"guenter glomski","German"
"inn gyung oh","China"
"gyoergy neumann","German"
"gabor istvan simoncsics","EastEurope"
"john kaiko","Japan"
"patrice thierry","French"
"rafael ruiz rincon","Hispanic"
"marjo clerici","Italian"
"sandra maria martin lebreiro","Hispanic"
"julio paulo dos santos duarte vieira henriques","Hispanic"
"randal fox","AngloSaxon"
"paolo marcassoli","Italian"
"kellie defries","AngloSaxon"
"valery borisovich maslov","Slavic"
"angel lopez redondo","Hispanic"
"soon bae park","Korea"
"sylwia milosz","AngloSaxon"
"jin kyung kim","Korea"
"john clinton bridges","AngloSaxon"
"taka uki nishitani","Japan"
"chandrashekar nagawaram","India"
"naoto okino","Japan"
"torbjorn magnusson","Scandinavian"
"bjoern olof sollen","German"
"michelle kowalski greaney","AngloSaxon"
"namsuk kim","Korea"
"leena nebhani","India"
"christian bellanova","German"
"xiujun cai","China"
"philip reitnour","AngloSaxon"
"jiri kral","EastEurope"
"nobuo itou","Japan"
"umasankar ceendhralu baskar","India"
"reinhard thiel","German"
"frederick donnelly","AngloSaxon"
"anders haeggmark","Scandinavian"
"richard gelbard","AngloSaxon"
"harindranath parameswaran","India"
"haiying zhou","China"
"hyun kwon ahn","Korea"
"toshihiko nannichi","Japan"
"cristina cartoni","Hispanic"
"manfred espenhahn","German"
"michio hashida","Japan"
"bogdan nikolayevich mordyuk","Italian"
"adam bocskor","AngloSaxon"
"joao guerreiro","Hispanic"
"francesco coppola","Italian"
"nicola guiliani","AngloSaxon"
"delbert vanderford jr","Philippines"
"kevin lowderman","AngloSaxon"
"alex alviar","Philippines"
"gaston murias","Hispanic"
"peter fok","China"
"darryl lesko","AngloSaxon"
"andres garcia navarro lopez de hierro","Hispanic"
"michael lee combs","AngloSaxon"
"keming wang","China"
"miquel sarabia trilla","Hispanic"
"aaron caughey","AngloSaxon"
"rune ricknert","Scandinavian"
"aleksandr georgievich pisarev","Slavic"
"shimin zhang","China"
